product_ean,sales_pieces,sales_turnover_gross,store_id,sales_date_id,sales_receipt
9096004,1.0,23000.0,26,20191203,110913523
9096004,3.0,64005.0,26,20191203,110738772
9096004,1.0,23000.0,26,20191203,110877651
9096004,1.0,23000.0,26,20191205,111682214
9096004,3.0,64005.0,26,20191206,112304133
9096004,1.0,23000.0,26,20191207,113351707
9096004,3.0,64005.0,26,20191206,112332054
9096004,1.0,23000.0,26,20191207,113402070
9096004,3.0,64005.0,26,20191209,114596824
9096004,1.0,23000.0,26,20191210,115025261
9096004,1.0,23000.0,26,20191210,114813306
9096004,1.0,23000.0,26,20191210,115027273
9096004,1.0,23000.0,26,20191213,115824734
9096004,1.0,23000.0,26,20191214,116050802
9096004,1.0,23000.0,26,20191213,115992010
9096004,3.0,64005.0,26,20191213,115805210
9096004,1.0,21700.0,51,20191204,111369151
9096004,2.0,43400.0,51,20191205,112078474
9110167,1.0,21800.0,51,20191205,112059283
9096004,2.0,43400.0,51,20191202,110506596
9096004,1.0,21700.0,51,20191202,110581352
9096004,2.0,43400.0,51,20191204,111231417
9096004,3.0,65100.0,51,20191205,111554438
9096004,3.0,65100.0,51,20191206,112190338
9096004,2.0,46000.0,51,20191207,113528055
9096004,1.0,21700.0,51,20191205,112057387
9096004,1.0,21700.0,51,20191206,112302822
9096004,1.0,21700.0,51,20191207,113389970
9096004,1.0,21700.0,51,20191204,111360940
9096004,1.0,21700.0,51,20191203,110916393
9096004,1.0,21700.0,51,20191206,112812670
9096004,1.0,21700.0,51,20191208,113574044
9096004,1.0,23000.0,51,20191206,112734660
9096004,1.0,21700.0,51,20191206,112821466
9110167,1.0,21800.0,51,20191208,113712954
9096004,5.0,108500.0,51,20191208,113668595
9096004,1.0,21700.0,51,20191205,112022885
9096004,2.0,43400.0,51,20191206,112590526
9096004,1.0,23000.0,51,20191206,112817710
9096004,1.0,21700.0,51,20191206,112793151
9096004,1.0,21700.0,51,20191207,113530807
9096004,2.0,43400.0,51,20191208,113555536
9096004,1.0,21700.0,51,20191208,113689925
9096004,3.0,65100.0,51,20191207,113193433
9110167,1.0,23000.0,51,20191201,110041580
9110167,1.0,23000.0,51,20191202,110639088
9110167,2.0,43600.0,51,20191201,110203345
9110167,1.0,23000.0,51,20191201,110053379
9096004,1.0,21700.0,51,20191203,110778931
9096004,1.0,23000.0,51,20191202,110487672
9096004,1.0,21700.0,51,20191204,111134613
9096004,1.0,21700.0,51,20191203,110653042
9096004,1.0,21700.0,51,20191203,110872476
9096004,1.0,21700.0,51,20191201,110041465
9096004,1.0,21700.0,51,20191201,110269477
9096004,1.0,23000.0,51,20191202,110512025
9096004,1.0,21700.0,51,20191202,110548416
9096004,1.0,21700.0,51,20191203,110844077
9096004,1.0,21700.0,51,20191204,110986770
9096004,1.0,21700.0,51,20191203,110652883
9096004,4.0,86800.0,51,20191204,110988707
9096004,1.0,21700.0,51,20191203,110825443
9096004,1.0,21700.0,51,20191201,110158600
9096004,1.0,21700.0,51,20191204,111344008
9096004,2.0,46000.0,51,20191202,110639489
9096004,2.0,46000.0,51,20191202,110639088
9096004,2.0,43400.0,51,20191204,111001474
9096004,5.0,107000.0,51,20191205,111556848
9096004,1.0,21700.0,51,20191201,110078857
9096004,5.0,108500.0,51,20191201,110204648
9096004,1.0,21700.0,51,20191203,110686716
